id_registro,fecha_deposito,run_fondo,nombre_fondo,administradora,estado_registro,estado_liquidacion,tipo_fondo,reglamento_codigo,reglamento_url,fecha_ultima_modificacion,primera_deteccion
FM161060,2016-04-29,9319,FONDO MUTUO DEPÓSITO PLUS VII,BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,,Fondo Mutuo,2016040056836,https://www.cmfchile.cl/documentos/rfm/rfm_2016040056836.pdf,2016-04-29,2026-08-20
FM161059,2016-04-29,9318,FONDO DE INVERSION BANCHILE DEUDA GLOBAL INVESTMENT GRADE,BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión Rescatable,2025050365212,https://www.cmfchile.cl/documentos/rfm/rfm_2025050365212.pdf,2025-05-22,2026-08-20
FM161058,2016-04-22,9317,FONDO DE INVERSION LYXOR MULTI STRATEGY FUND,LARRAIN VIAL ACTIVOS S.A. ADMINISTRADORA GENERAL DE FONDOS,No Vigente,,Fondo Inversión Rescatable,2016040053164,https://www.cmfchile.cl/documentos/rfm/rfm_2016040053164.pdf,2016-04-22,2026-08-20
FM161057,2016-04-22,9316,FONDO DE INVERSION ITAU ACTIVE ASSET ALLOCATION MODERATE,ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,,Fondo Inversión Rescatable,2016040052839,https://www.cmfchile.cl/documentos/rfm/rfm_2016040052839.pdf,2016-04-22,2026-08-20
FM161056,2016-04-14,9315,FONDO DE INVERSIÓN FYNSA ENERGIA,FYNSA ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2024060310071,https://www.cmfchile.cl/documentos/rfm/rfm_2024060310071.pdf,2024-06-06,2026-08-20
FM161054,2016-04-11,9313,FONDO DE INVERSIÓN HMC PEARL DIVER V,HMC S.A. ADMINISTRADORA GENERAL DE FONDOS,No Vigente,Liquidado,Fondo Inversión No Rescatable,2021050210388,https://www.cmfchile.cl/documentos/rfm/rfm_2021050210388.pdf,2021-05-28,2026-08-20
FM161055,2016-04-11,9314,FONDO DE INVERSIÓN CREDICORP CAPITAL – AIX FULLY FUNDED,CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS,Vigente,,Fondo Inversión No Rescatable,2022080341183,https://www.cmfchile.cl/documentos/rfm/rfm_2022080341183.pdf,2022-08-31,2026-08-20
FM161053,2016-04-08,9312,FONDO MUTUO RENTA MENSUAL BANCOESTADO,BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS,No Vigente,,Fondo Mutuo,2016040044762,https://www.cmfchile.cl/documentos/rfm/rfm_2016040044762.pdf,2016-04-08,2026-08-20
FM161052,2016-04-05,9311,COMPASS LATAM HIGH YIELD FONDO DE INVERSION,VINCI COMPASS S.A. ADMINISTRADORA GENERAL DE FONDOS,No Vigente,Liquidado,Fondo Inversión No Rescatable,2021100411393,https://www.cmfchile.cl/documentos/rfm/rfm_2021100411393.pdf,2021-10-08,2026-08-20
FM161051,2016-04-05,9310,FONDO MUTUO CREDICORP CAPITAL MACRO CLP 1.5,CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS,No Vigente,Liquidado,Fondo Mutuo,2021020045234,https://www.cmfchile.cl/documentos/rfm/rfm_2021020045234.pdf,2021-02-04,2026-08-20
FM161050,2016-04-01,9309,PICTON-KKR AMERICAS XII FULLY FUNDED FONDO DE INVERSION,PICTON ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2026070495639,https://www.cmfchile.cl/documentos/rfm/rfm_2026070495639.pdf,2026-07-29,2026-08-20
FM161049,2016-03-23,9308,VINCI COMPASS GLOBAL INVESTMENTS III FONDO DE INVERSION,VINCI COMPASS S.A. ADMINISTRADORA GENERAL DE FONDOS,Vigente,,Fondo Inversión No Rescatable,2026060396921,https://www.cmfchile.cl/documentos/rfm/rfm_2026060396921.pdf,2026-06-15,2026-08-20
FM161048,2016-03-23,9307,VINCI COMPASS PRIVATE EQUITY XV FONDO DE INVERSION,VINCI COMPASS S.A. ADMINISTRADORA GENERAL DE FONDOS,Vigente,,Fondo Inversión No Rescatable,2026060421854,https://www.cmfchile.cl/documentos/rfm/rfm_2026060421854.pdf,2026-06-25,2026-08-20
FM161047,2016-03-22,9306,FONDO DE INVERSIÓN LARRAINVIAL FACTURAS Y FINANCIAMIENTO DE CORTO PLAZO,LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión Rescatable,2026040236173,https://www.cmfchile.cl/documentos/rfm/rfm_2026040236173.pdf,2026-04-06,2026-08-20
FM161046,2016-03-16,9305,FONDO DE INVERSION CAPITAL ADVISORS RENTA VARIABLE GLOBAL,CAPITAL ADVISORS ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,Liquidado,Fondo Inversión Rescatable,2022100415369,https://www.cmfchile.cl/documentos/rfm/rfm_2022100415369.pdf,2022-10-28,2026-08-20
FM161045,2016-03-09,9304,MONEDA LATAM EQUITY FONDO DE INVERSIÓN,MONEDA S.A. ADMINISTRADORA GENERAL DE FONDOS,No Vigente,,Fondo Inversión Rescatable,2016070094806,https://www.cmfchile.cl/documentos/rfm/rfm_2016070094806.pdf,2016-07-26,2026-08-20
FM161044,2016-03-08,9303,VISION PATAGONIA DEUDA LOCAL FONDO DE INVERSIÓN,FINASSET ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,,Fondo Inversión Rescatable,2019120215501,https://www.cmfchile.cl/documentos/rfm/rfm_2019120215501.pdf,2019-12-11,2026-08-20
FM161043,2016-03-01,9302,MBI DEUDA LATAM FONDO DE INVERSION,MBI ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,,Fondo Inversión Rescatable,2024050281533,https://www.cmfchile.cl/documentos/rfm/rfm_2024050281533.pdf,2024-05-22,2026-08-20
FM161042,2016-03-01,9301,MBI DEUDA EMERGENTE FONDO DE INVERSION,MBI ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,Liquidado,Fondo Inversión Rescatable,2016070095561,https://www.cmfchile.cl/documentos/rfm/rfm_2016070095561.pdf,2016-07-28,2026-08-20
FM161040,2016-02-18,9299,VOLCOMCAPITAL SPECIAL SITUATIONS II FONDO DE INVERSION,VOLCOMCAPITAL ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2025100756083,https://www.cmfchile.cl/documentos/rfm/rfm_2025100756083.pdf,2025-10-30,2026-08-20
FM161041,2016-02-18,9300,FONDO DE INVERSION FYNSA DESARROLLO INMOBILIARIO I,FYNSA ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2022060238221,https://www.cmfchile.cl/documentos/rfm/rfm_2022060238221.pdf,2022-06-17,2026-08-20
FM161039,2016-02-12,9298,FONDO DE INVERSION LARRAINVIAL QUANT LATAM,LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,Liquidado,Fondo Inversión Rescatable,2021050193002,https://www.cmfchile.cl/documentos/rfm/rfm_2021050193002.pdf,2021-05-17,2026-08-20
FM161038,2016-02-10,9297,FONDO DE INVERSIÓN FALCOM GLOBAL STRATEGY FUND,FALCOM ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión Rescatable,2023070297075,https://www.cmfchile.cl/documentos/rfm/rfm_2023070297075.pdf,2023-07-17,2026-08-20
FM161037,2016-02-08,9296,FONDO DE INVERSION DVA EMERGENTE,AMERIS CAPITAL ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,,Fondo Inversión Rescatable,2016020016514,https://www.cmfchile.cl/documentos/rfm/rfm_2016020016514.pdf,2016-02-08,2026-08-20
FM161036,2016-02-04,9295,FONDO DE INVERSIÓN ADV VIII,LARRAIN VIAL ACTIVOS S.A. ADMINISTRADORA GENERAL DE FONDOS,Vigente,,Fondo Inversión No Rescatable,2024060311298,https://www.cmfchile.cl/documentos/rfm/rfm_2024060311298.pdf,2024-06-07,2026-08-20
FM161035,2016-02-04,9294,FONDO MUTUO BANCHILE INVERSIONES ALTERNATIVAS,BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,,Fondo Mutuo,2022100407702,https://www.cmfchile.cl/documentos/rfm/rfm_2022100407702.pdf,2022-10-24,2026-08-20
FM161034,2016-02-03,9293,FONDO MUTUO LARRAINVIAL PORTFOLIO ALTERNATIVO,LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,,Fondo Mutuo,2016020025431,https://www.cmfchile.cl/documentos/rfm/rfm_2016020025431.pdf,2016-02-26,2026-08-20
FM161033,2016-01-29,9292,AMERIS MULTIFAMILY I FONDO DE INVERSION,AMERIS CAPITAL ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,Liquidado,Fondo Inversión No Rescatable,2020070289798,https://www.cmfchile.cl/documentos/rfm/rfm_2020070289798.pdf,2020-07-08,2026-08-20
FM161032,2016-01-28,9291,FONDO MUTUO BANCOESTADO AHORRO CORTO PLAZO,BANCOESTADO S.A. ADMINISTRADORA  GENERAL DE FONDOS,Vigente,,Fondo Mutuo,2021040154234,https://www.cmfchile.cl/documentos/rfm/rfm_2021040154234.pdf,2021-04-22,2026-08-20
FM161031,2016-01-27,9290,CCLA DESARROLLO Y RENTAS FONDO DE INVERSION,VINCI COMPASS S.A. ADMINISTRADORA GENERAL DE FONDOS,Vigente,,Fondo Inversión No Rescatable,2025120896391,https://www.cmfchile.cl/documentos/rfm/rfm_2025120896391.pdf,2025-12-22,2026-08-20
FM161030,2016-01-22,9289,FONDO DE INVERSION FALCOM CHILEAN FIXED INCOME,FALCOM ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión Rescatable,2025090635049,https://www.cmfchile.cl/documentos/rfm/rfm_2025090635049.pdf,2026-08-05,2026-08-20
FM161029,2016-01-20,9288,VINCI COMPASS PRIVATE EQUITY XIV FONDO DE INVERSION,VINCI COMPASS S.A. ADMINISTRADORA GENERAL DE FONDOS,Vigente,,Fondo Inversión No Rescatable,2026060415852,https://www.cmfchile.cl/documentos/rfm/rfm_2026060415852.pdf,2026-06-23,2026-08-20
FM161028,2016-01-18,9287,PICTON - KKR AMERICAS XII FONDO DE INVERSION,PICTON ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2025060405133,https://www.cmfchile.cl/documentos/rfm/rfm_2025060405133.pdf,2025-06-10,2026-08-20
FM161025,2016-01-15,9284,COMPASS PRIVATE DEBT FONDO DE INVERSION,VINCI COMPASS S.A. ADMINISTRADORA GENERAL DE FONDOS,No Vigente,,Fondo Inversión No Rescatable,2016010006320,https://www.cmfchile.cl/documentos/rfm/rfm_2016010006320.pdf,2016-01-15,2026-08-20
FM161027,2016-01-15,9286,FONDO MUTUO BOOSTER ACCIONES EUROPA,BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,,Fondo Mutuo,2016010006566,https://www.cmfchile.cl/documentos/rfm/rfm_2016010006566.pdf,2016-01-15,2026-08-20
FM161026,2016-01-15,9285,FONDO MUTUO BOOSTER ACCIONES ESTADOS UNIDOS,BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,,Fondo Mutuo,2016010006561,https://www.cmfchile.cl/documentos/rfm/rfm_2016010006561.pdf,2016-01-15,2026-08-20
FM161024,2016-01-12,9283,FONDO DE INVERSIÓN FYNSA RENTA INMOBILIARIA I,FYNSA ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2021060252629,https://www.cmfchile.cl/documentos/rfm/rfm_2021060252629.pdf,2021-06-24,2026-08-20
FM161023,2016-01-11,9282,CORP PETRÓLEO FONDO DE INVERSION,CORPBANCA  ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,,Fondo Inversión No Rescatable,2016030029954,https://www.cmfchile.cl/documentos/rfm/rfm_2016030029954.pdf,2016-03-09,2026-08-20
FM161022,2016-01-06,9281,AMERIS DEUDA CORPORATIVA CHILE HIGH GRADE FONDO DE INVERSION,AMERIS CAPITAL ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,,Fondo Inversión Rescatable,2018070132864,https://www.cmfchile.cl/documentos/rfm/rfm_2018070132864.pdf,2018-07-31,2026-08-20
FM161021,2016-01-04,9280,FONDO DE INVERSIÓN BCI OPORTUNIDADES DEUDA,BCI ASSET MANAGEMENT ADMINISTRADORA  GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2026060422045,https://www.cmfchile.cl/documentos/rfm/rfm_2026060422045.pdf,2026-06-25,2026-08-20
FM151020,2015-12-30,9279,FONDO DE INVERSIÓN LARRAINVIAL DEUDA LOCAL,LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,,Fondo Inversión Rescatable,2021080316468,https://www.cmfchile.cl/documentos/rfm/rfm_2021080316468.pdf,2021-08-03,2026-08-20
FM151019,2015-12-29,9278,AINA FONDO DE INVERSION,BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2019070112007,https://www.cmfchile.cl/documentos/rfm/rfm_2019070112007.pdf,2019-07-01,2026-08-20
FM151018,2015-12-28,9277,MONEDA LATAM CORPORATE CREDIT FEEDER FONDO DE INVERSIÓN,MONEDA S.A. ADMINISTRADORA GENERAL DE FONDOS,Vigente,,Fondo Inversión Rescatable,2023030098257,https://www.cmfchile.cl/documentos/rfm/rfm_2023030098257.pdf,2023-03-07,2026-08-20
FM151017,2015-12-21,9276,FONDO DE INVERSIÓN ZURICH AHORRO DINÁMICO,ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,,Fondo Inversión Rescatable,2022010006845,https://www.cmfchile.cl/documentos/rfm/rfm_2022010006845.pdf,2022-01-06,2026-08-20
FM151016,2015-12-17,9275,VINCI COMPASS GLOBAL INVESTMENTS II FONDO DE INVERSION,VINCI COMPASS S.A. ADMINISTRADORA GENERAL DE FONDOS,Vigente,,Fondo Inversión No Rescatable,2026060396922,https://www.cmfchile.cl/documentos/rfm/rfm_2026060396922.pdf,2026-06-15,2026-08-20
FM151015,2015-12-16,9274,QUEST RENTA GLOBAL FONDO DE INVERSION,QUEST ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión Rescatable,2021120510406,https://www.cmfchile.cl/documentos/rfm/rfm_2021120510406.pdf,2021-12-27,2026-08-20
FM151014,2015-12-15,9273,FONDO DE INVERSIÓN LAB DEUDA INMOBILIARIA I,LAB CAPITAL ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2026050339289,https://www.cmfchile.cl/documentos/rfm/rfm_2026050339289.pdf,2026-05-19,2026-08-20
FM151013,2015-12-14,9272,COMMONFUND FONDO DE INVERSION,BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,,Fondo Inversión No Rescatable,2015120149945,https://www.cmfchile.cl/documentos/rfm/rfm_2015120149945.pdf,2015-12-14,2026-08-20
FM151012,2015-12-14,9271,BTG PACTUAL DEUDA DIRECTA FONDO DE INVERSIÓN,BTG PACTUAL CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS,No Vigente,Liquidado,Fondo Inversión No Rescatable,2016050067344,https://www.cmfchile.cl/documentos/rfm/rfm_2016050067344.pdf,2016-05-20,2026-08-20
FM151011,2015-12-14,9270,MONEDA RENTA VARIABLE USA FONDO DE INVERSION,MONEDA S.A. ADMINISTRADORA GENERAL DE FONDOS,No Vigente,,Fondo Inversión Rescatable,2022030112752,https://www.cmfchile.cl/documentos/rfm/rfm_2022030112752.pdf,2022-03-23,2026-08-20
FM151010,2015-12-14,9269,MONEDA RENTA VARIABLE INTERNACIONAL FONDO DE INVERSION,MONEDA S.A. ADMINISTRADORA GENERAL DE FONDOS,Vigente,,Fondo Inversión Rescatable,2023080329880,https://www.cmfchile.cl/documentos/rfm/rfm_2023080329880.pdf,2023-08-04,2026-08-20
FM151009,2015-12-14,9268,MONEDA RENTA FIJA INTERNACIONAL FONDO DE INVERSIÓN,MONEDA S.A. ADMINISTRADORA GENERAL DE FONDOS,Vigente,,Fondo Inversión Rescatable,2023070289091,https://www.cmfchile.cl/documentos/rfm/rfm_2023070289091.pdf,2023-07-11,2026-08-20
FM151008,2015-12-14,9267,MONEDA RENTA FIJA INTERNACIONAL HIGH-YIELD FONDO DE INVERSION,MONEDA S.A. ADMINISTRADORA GENERAL DE FONDOS,No Vigente,,Fondo Inversión Rescatable,2022030112755,https://www.cmfchile.cl/documentos/rfm/rfm_2022030112755.pdf,2022-03-23,2026-08-20
FM151007,2015-12-01,9266,FONDO DE INVERSIÓN SECURITY OAKTREE OPPORTUNITIES II B,ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.,Vigente,,Fondo Inversión No Rescatable,2020100454333,https://www.cmfchile.cl/documentos/rfm/rfm_2020100454333.pdf,2020-10-30,2026-08-20
FM151006,2015-12-01,9265,BICE LATAM HY FONDO DE INVERSION,BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,,Fondo Inversión No Rescatable,2015120145267,https://www.cmfchile.cl/documentos/rfm/rfm_2015120145267.pdf,2015-12-01,2026-08-20
FM151005,2015-11-26,9264,PICTON-TPG VII FONDO DE INVERSION,PICTON ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2025060404887,https://www.cmfchile.cl/documentos/rfm/rfm_2025060404887.pdf,2025-06-10,2026-08-20
FM151003,2015-11-25,9262,FONDO MUTUO BCI ESTRUCTURADO 108 III,BCI ASSET MANAGEMENT ADMINISTRADORA  GENERAL DE FONDOS S.A.,No Vigente,,Fondo Mutuo,2015110142337,https://www.cmfchile.cl/documentos/rfm/rfm_2015110142337.pdf,2015-11-25,2026-08-20
FM151004,2015-11-25,9263,VOLCOMCAPITAL PE SECONDARY II FONDO DE INVERSION,VOLCOMCAPITAL ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2024070384646,https://www.cmfchile.cl/documentos/rfm/rfm_2024070384646.pdf,2024-07-25,2026-08-20
FM151000,2015-11-24,9259,FONDO MUTUO ZURICH REFUGIO NOMINAL,ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,,Fondo Mutuo,2018100179542,https://www.cmfchile.cl/documentos/rfm/rfm_2018100179542.pdf,2018-10-25,2026-08-20
FM151002,2015-11-24,9261,FONDO MUTUO ZURICH DINAMICO,ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,,Fondo Mutuo,2018080144592,https://www.cmfchile.cl/documentos/rfm/rfm_2018080144592.pdf,2018-08-21,2026-08-20
FM151001,2015-11-24,9260,FONDO MUTUO ZURICH REFUGIO UF,ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,,Fondo Mutuo,2018100179547,https://www.cmfchile.cl/documentos/rfm/rfm_2018100179547.pdf,2018-10-25,2026-08-20
FM150999,2015-11-11,9258,COMPASS BRAZIL CORPORATE DEBT FONDO DE INVERSION,VINCI COMPASS S.A. ADMINISTRADORA GENERAL DE FONDOS,No Vigente,,Fondo Inversión No Rescatable,2016010007014,https://www.cmfchile.cl/documentos/rfm/rfm_2016010007014.pdf,2016-01-18,2026-08-20
FM150998,2015-11-11,9257,VINCI COMPASS PRIVATE EQUITY XIII FONDO DE INVERSIÓN,VINCI COMPASS S.A. ADMINISTRADORA GENERAL DE FONDOS,Vigente,,Fondo Inversión No Rescatable,2026060418283,https://www.cmfchile.cl/documentos/rfm/rfm_2026060418283.pdf,2026-06-24,2026-08-20
FM150997,2015-11-10,9256,FONDO DE INVERSIÓN CREDICORP CAPITAL RENTA INMOBILIARIA,CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS,No Vigente,Liquidado,Fondo Inversión No Rescatable,2016110183113,https://www.cmfchile.cl/documentos/rfm/rfm_2016110183113.pdf,2016-11-30,2026-08-20
FM150996,2015-11-09,9255,FONDO MUTUO BANCHILE JAPÓN ACCIONARIO,BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,,Fondo Mutuo,2022100401123,https://www.cmfchile.cl/documentos/rfm/rfm_2022100401123.pdf,2022-10-19,2026-08-20
FM150995,2015-11-02,9254,FONDO MUTUO SANTANDER ACCIONES EUROPA,SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS,Vigente,,Fondo Mutuo,2025060418484,https://www.cmfchile.cl/documentos/rfm/rfm_2025060418484.pdf,2025-06-16,2026-08-20
FM150994,2015-10-29,9253,FONDO MUTUO SCOTIA MONETARIO XX,SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.,No Vigente,,Fondo Mutuo,2018120204438,https://www.cmfchile.cl/documentos/rfm/rfm_2018120204438.pdf,2018-12-10,2026-08-20
FM150993,2015-10-28,9252,FONDO DE INVERSIÓN BANCHILE DEUDA CHILENA,BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión Rescatable,2025040305965,https://www.cmfchile.cl/documentos/rfm/rfm_2025040305965.pdf,2025-04-23,2026-08-20
FM150992,2015-10-27,9251,FONDO DE INVERSIÓN CREDICORP CAPITAL DEUDA CORPORATIVA INVESTMENT GRADE,CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS,Vigente,,Fondo Inversión Rescatable,2026060407948,https://www.cmfchile.cl/documentos/rfm/rfm_2026060407948.pdf,2026-08-04,2026-08-20
FM150991,2015-10-27,9250,FONDO DE INVERSIÓN CREDICORP CAPITAL ACCIONES US,CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS,No Vigente,Liquidado,Fondo Inversión Rescatable,2019060100088,https://www.cmfchile.cl/documentos/rfm/rfm_2019060100088.pdf,2019-06-10,2026-08-20
FM150990,2015-10-22,9249,FONDO DE INVERSIÓN NEVASA HMC WP XII GLOBAL GROWTH,HMC S.A. ADMINISTRADORA GENERAL DE FONDOS,No Vigente,,Fondo Inversión No Rescatable,2015110137665,https://www.cmfchile.cl/documentos/rfm/rfm_2015110137665.pdf,2015-11-12,2026-08-20
FM150989,2015-10-15,9248,FONDO MUTUO ITAU DEUDA CORPORATIVA CHILE,ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Mutuo,2024060338989,https://www.cmfchile.cl/documentos/rfm/rfm_2024060338989.pdf,2024-06-27,2026-08-20
FM150988,2015-10-14,9247,NEORENTAS DEUDA PRIVADA FONDO DE INVERSION,NEORENTAS S.A. ADMINISTRADORA GENERAL DE FONDOS,No Vigente,Liquidado,Fondo Inversión No Rescatable,2015110135272,https://www.cmfchile.cl/documentos/rfm/rfm_2015110135272.pdf,2015-11-06,2026-08-20
FM150987,2015-10-08,9246,CORP DEUDA ULTRA II FONDO DE INVERSION,CORPBANCA  ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,Liquidado,Fondo Inversión No Rescatable,2016050058826,https://www.cmfchile.cl/documentos/rfm/rfm_2016050058826.pdf,2016-05-04,2026-08-20
FM150984,2015-10-07,9243,FONDO DE INVERSION COMPASS SC CHILE II,VINCI COMPASS S.A. ADMINISTRADORA GENERAL DE FONDOS,No Vigente,,Fondo Inversión No Rescatable,2015110133145,https://www.cmfchile.cl/documentos/rfm/rfm_2015110133145.pdf,2015-11-03,2026-08-20
FM150985,2015-10-07,9244,FONDO DE INVERSION BCI SMALL CAP CHILE II,BCI ASSET MANAGEMENT ADMINISTRADORA  GENERAL DE FONDOS S.A.,No Vigente,,Fondo Inversión No Rescatable,2015110133153,https://www.cmfchile.cl/documentos/rfm/rfm_2015110133153.pdf,2015-11-03,2026-08-20
FM150986,2015-10-07,9245,FONDO DE INVERSION BTG PACTUAL SMALL CAP CHILE II,BTG PACTUAL CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS,No Vigente,,Fondo Inversión No Rescatable,2015110133148,https://www.cmfchile.cl/documentos/rfm/rfm_2015110133148.pdf,2015-11-03,2026-08-20
FM150983,2015-10-06,9242,FONDO DE INVERSIÓN SECURITY SPECIAL SITUATIONS,ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.,Vigente,,Fondo Inversión No Rescatable,2019090167643,https://www.cmfchile.cl/documentos/rfm/rfm_2019090167643.pdf,2019-09-17,2026-08-20
FM150982,2015-10-06,9241,FONDO DE INVERSIÓN SECURITY DEBT OPPORTUNITIES,ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.,Vigente,,Fondo Inversión No Rescatable,2025070480154,https://www.cmfchile.cl/documentos/rfm/rfm_2025070480154.pdf,2025-07-11,2026-08-20
FM150981,2015-10-02,9240,VOLCOMCAPITAL PE SECONDARY I FONDO DE INVERSION,VOLCOMCAPITAL ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2019050089706,https://www.cmfchile.cl/documentos/rfm/rfm_2019050089706.pdf,2019-05-23,2026-08-20
FM150980,2015-09-21,9239,BTG PACTUAL PRIVATE EQUITY – NB CIP III FONDO DE INVERSIÓN,BTG PACTUAL CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS,No Vigente,,Fondo Inversión No Rescatable,2015090114451,https://www.cmfchile.cl/documentos/rfm/rfm_2015090114451.pdf,2015-09-21,2026-08-20
FM150979,2015-09-21,9238,FONDO MUTUO BICE RENTA LARGO PLAZO,BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Mutuo,2025080540017,https://www.cmfchile.cl/documentos/rfm/rfm_2025080540017.pdf,2025-08-04,2026-08-20
FM150978,2015-09-21,9237,AURUS GLOBAL FONDO DE INVERSION,AURUS CAPITAL S.A.,No Vigente,Liquidado,Fondo Inversión Rescatable,2017030053233,https://www.cmfchile.cl/documentos/rfm/rfm_2017030053233.pdf,2017-03-27,2026-08-20
FM150977,2015-09-17,9236,FONDO DE INVERSIÓN HPH I,LARRAIN VIAL ACTIVOS S.A. ADMINISTRADORA GENERAL DE FONDOS,No Vigente,Liquidado,Fondo Inversión No Rescatable,2021070291255,https://www.cmfchile.cl/documentos/rfm/rfm_2021070291255.pdf,2021-07-20,2026-08-20
FM150976,2015-09-16,9235,VOLCOMCAPITAL CAPITAL ESTRUCTURADO INMOBILIARIO FONDO DE INVERSION,VOLCOMCAPITAL ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,Liquidado,Fondo Inversión No Rescatable,2018050088441,https://www.cmfchile.cl/documentos/rfm/rfm_2018050088441.pdf,2018-05-16,2026-08-20
FM150974,2015-09-15,9233,FONDO MUTUO ESTRUCTURADO SMALL - MID CAP USA NIVEL 90,BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,,Fondo Mutuo,2015090112597,https://www.cmfchile.cl/documentos/rfm/rfm_2015090112597.pdf,2015-09-15,2026-08-20
