id_registro,fecha_deposito,run_fondo,nombre_fondo,administradora,estado_registro,estado_liquidacion,tipo_fondo,reglamento_codigo,reglamento_url,fecha_ultima_modificacion,primera_deteccion
FM211891,2021-08-31,10135,FONDO MUTUO CREDICORP CAPITAL EQUILIBRIO,CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS,Vigente,,Fondo Mutuo,2026010006869,https://www.cmfchile.cl/documentos/rfm/rfm_2026010006869.pdf,2026-01-06,2026-08-20
FM211897,2021-08-31,10141,FONDO MUTUO CREDICORP CAPITAL DESPEGA,CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS,Vigente,,Fondo Mutuo,2026010006876,https://www.cmfchile.cl/documentos/rfm/rfm_2026010006876.pdf,2026-01-06,2026-08-20
FM211893,2021-08-31,10137,FONDO MUTUO CREDICORP CAPITAL LIGHT REGGAE,CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS,No Vigente,,Fondo Mutuo,2023080341768,https://www.cmfchile.cl/documentos/rfm/rfm_2023080341768.pdf,2023-08-11,2026-08-20
FM211894,2021-08-31,10138,FONDO MUTUO CREDICORP CAPITAL PROTEGE,CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS,Vigente,,Fondo Mutuo,2026010006871,https://www.cmfchile.cl/documentos/rfm/rfm_2026010006871.pdf,2026-01-06,2026-08-20
FM211889,2021-08-25,10133,FONDO DE INVERSIÓN BARING ASIA PRIVATE EQUITY FUND VIII,LARRAIN VIAL ACTIVOS S.A. ADMINISTRADORA GENERAL DE FONDOS,Vigente,,Fondo Inversión No Rescatable,2024060304343,https://www.cmfchile.cl/documentos/rfm/rfm_2024060304343.pdf,2024-06-04,2026-08-20
FM211887,2021-08-24,10131,FONDO MUTUO CLEVER VIDEO GAMES & ESPORTS,BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,,Fondo Mutuo,2021080347697,https://www.cmfchile.cl/documentos/rfm/rfm_2021080347697.pdf,2021-08-24,2026-08-20
FM211886,2021-08-24,10130,FONDO MUTUO CLEVER DNA SCIENCE,BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,,Fondo Mutuo,2021080347470,https://www.cmfchile.cl/documentos/rfm/rfm_2021080347470.pdf,2021-08-24,2026-08-20
FM211888,2021-08-24,10132,FONDO MUTUO CLEVER GLOBAL FINTECH,BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,,Fondo Mutuo,2021080347756,https://www.cmfchile.cl/documentos/rfm/rfm_2021080347756.pdf,2021-08-24,2026-08-20
FM211885,2021-08-23,10129,MONEDA GSI RENTAS TRANSICIÓN ENERGÉTICA I FONDO DE INVERSIÓN,MONEDA S.A. ADMINISTRADORA GENERAL DE FONDOS,Vigente,,Fondo Inversión No Rescatable,2026060422795,https://www.cmfchile.cl/documentos/rfm/rfm_2026060422795.pdf,2026-06-25,2026-08-20
FM211884,2021-08-20,10128,FONDO DE INVERSION ZURICH ACTIVOS ALTERNATIVOS,ZURICH CHILE ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión Rescatable,2022050176389,https://www.cmfchile.cl/documentos/rfm/rfm_2022050176389.pdf,2022-05-05,2026-08-20
FM211883,2021-08-20,10127,FONDO DE INVERSIÓN FALCOM FS MVP PRIVATE EQUITY,FALCOM ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2026050353679,https://www.cmfchile.cl/documentos/rfm/rfm_2026050353679.pdf,2026-05-27,2026-08-20
FM211882,2021-08-13,10126,AMERIS MULTIFAMILY PARTNERS FONDO DE INVERSION,AMERIS CAPITAL ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,,Fondo Inversión No Rescatable,2023050224827,https://www.cmfchile.cl/documentos/rfm/rfm_2023050224827.pdf,2023-05-24,2026-08-20
FM211881,2021-08-13,10125,FONDO MUTUO BICE RENTA GLOBAL AHORRO,BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Mutuo,2026070434630,https://www.cmfchile.cl/documentos/rfm/rfm_2026070434630.pdf,2026-07-02,2026-08-20
FM211880,2021-08-11,10124,VINCI COMPASS SP IX PRIVATE EQUITY FONDO DE INVERSIÓN,VINCI COMPASS S.A. ADMINISTRADORA GENERAL DE FONDOS,Vigente,,Fondo Inversión No Rescatable,2026060410198,https://www.cmfchile.cl/documentos/rfm/rfm_2026060410198.pdf,2026-06-19,2026-08-20
FM211879,2021-08-09,10123,FONDO DE INVERSIÓN LAB OPORTUNIDAD Y DESARROLLO INMOBILIARIO USA,SARTOR ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2026010075465,https://www.cmfchile.cl/documentos/rfm/rfm_2026010075465.pdf,2026-01-30,2026-08-20
FM211878,2021-08-05,10122,FONDO DE INVERSIÓN LARRAINVIAL DEUDA 2023,LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,,Fondo Inversión No Rescatable,2021080333203,https://www.cmfchile.cl/documentos/rfm/rfm_2021080333203.pdf,2021-08-13,2026-08-20
FM211877,2021-08-04,10121,FONDO DE INVERSIÓN ACTIVA MERCADO PAGO,LARRAIN VIAL ACTIVOS S.A. ADMINISTRADORA GENERAL DE FONDOS,Vigente,,Fondo Inversión No Rescatable,2025080549535,https://www.cmfchile.cl/documentos/rfm/rfm_2025080549535.pdf,2025-08-06,2026-08-20
FM211876,2021-08-02,10120,FONDO DE INVERSION BANCHILE DEUDA DOLAR CORTO PLAZO,BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,,Fondo Inversión Rescatable,2021080339096,https://www.cmfchile.cl/documentos/rfm/rfm_2021080339096.pdf,2021-08-18,2026-08-20
FM211875,2021-07-30,10119,VOLCOMCAPITAL COINVESTMENT VI FONDO DE INVERSIÓN,VOLCOMCAPITAL ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2022100415955,https://www.cmfchile.cl/documentos/rfm/rfm_2022100415955.pdf,2022-10-28,2026-08-20
FM211874,2021-07-30,10118,FONDO DE INVERSIÓN SETF ENERGIAS RENOVABLES CHILE,ALZA ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2024120705684,https://www.cmfchile.cl/documentos/rfm/rfm_2024120705684.pdf,2024-12-23,2026-08-20
FM211873,2021-07-30,10117,FONDO MUTUO BTG PACTUAL PROTECCIÓN DÓLAR,BTG PACTUAL CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS,No Vigente,,Fondo Mutuo,2021070310710,https://www.cmfchile.cl/documentos/rfm/rfm_2021070310710.pdf,2021-07-30,2026-08-20
FM211872,2021-07-28,10116,FONDO DE INVERSION BANCHILE MARKETPLUS TECNOLOGIA,BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,,Fondo Inversión Rescatable,2021070306876,https://www.cmfchile.cl/documentos/rfm/rfm_2021070306876.pdf,2021-07-28,2026-08-20
FM211871,2021-07-28,10115,VINCI COMPASS LCP X PRIVATE EQUITY FONDO DE INVERSIÓN,VINCI COMPASS S.A. ADMINISTRADORA GENERAL DE FONDOS,Vigente,,Fondo Inversión No Rescatable,2026060404206,https://www.cmfchile.cl/documentos/rfm/rfm_2026060404206.pdf,2026-06-17,2026-08-20
FM211870,2021-07-27,10114,FONDO DE INVERSIÓN SURA CAPITAL INMOBILIARIO CHILE EN LIQUIDACIÓN,ADMINISTRADORA GENERAL DE FONDOS SURA S.A.,Vigente,,Fondo Inversión No Rescatable,2024110621260,https://www.cmfchile.cl/documentos/rfm/rfm_2024110621260.pdf,2024-11-22,2026-08-20
FM211869,2021-07-27,10113,FONDO DE INVERSIÓN SURA RENTA RESIDENCIAL CHILE,ADMINISTRADORA GENERAL DE FONDOS SURA S.A.,Vigente,,Fondo Inversión No Rescatable,2026060392654,https://www.cmfchile.cl/documentos/rfm/rfm_2026060392654.pdf,2026-06-11,2026-08-20
FM211868,2021-07-27,10112,FONDO DE INVERSIÓN SECURITY PANTHEON SECONDARY OPPORTUNITY FULLY FUNDED,ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.,Vigente,,Fondo Inversión No Rescatable,2021070304259,https://www.cmfchile.cl/documentos/rfm/rfm_2021070304259.pdf,2021-07-27,2026-08-20
FM211867,2021-07-23,10111,FONDO MUTUO BANCHILE PORTAFOLIO ACTIVO DOLAR MODERADO,BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Mutuo,2024100541823,https://www.cmfchile.cl/documentos/rfm/rfm_2024100541823.pdf,2024-10-18,2026-08-20
FM211866,2021-07-22,10110,FONDO DE INVERSIÓN ACTIVA - OLX DEUDA AUTOMOTRIZ,LARRAIN VIAL ACTIVOS S.A. ADMINISTRADORA GENERAL DE FONDOS,No Vigente,Liquidado,Fondo Inversión No Rescatable,2024100557224,https://www.cmfchile.cl/documentos/rfm/rfm_2024100557224.pdf,2024-10-28,2026-08-20
FM211865,2021-07-21,10109,FONDO MUTUO CLEVER TEMÁTICO GLOBAL,BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,,Fondo Mutuo,2024030174796,https://www.cmfchile.cl/documentos/rfm/rfm_2024030174796.pdf,2024-03-22,2026-08-20
FM211864,2021-07-20,10108,FONDO DE INVERSIÓN SECURITY PANTHEON SECONDARY OPPORTUNITY,ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.,Vigente,,Fondo Inversión No Rescatable,2021070292885,https://www.cmfchile.cl/documentos/rfm/rfm_2021070292885.pdf,2021-07-20,2026-08-20
FM211863,2021-07-20,10107,FONDO DE INVERSION SECURITY PANTHEON SECONDARY OPPORTUNITY FULLY FUNDED,ADMINISTRADORA GENERAL DE FONDOS  SECURITY S.A.,No Vigente,,Fondo Inversión No Rescatable,2021070292822,https://www.cmfchile.cl/documentos/rfm/rfm_2021070292822.pdf,2021-07-20,2026-08-20
FM211862,2021-07-20,10106,BICE GAIP FONDO DE INVERSIÓN,BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2022060236926,https://www.cmfchile.cl/documentos/rfm/rfm_2022060236926.pdf,2022-06-17,2026-08-20
FM211861,2021-07-14,10105,FONDO DE INVERSION F2 VC III,BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2024080449767,https://www.cmfchile.cl/documentos/rfm/rfm_2024080449767.pdf,2024-08-27,2026-08-20
FM211860,2021-07-14,10104,FONDO DE INVERSIÓN ACTIVA OPEN CASA SINGLE FAMILY RENTAL U.S.A,LARRAIN VIAL ACTIVOS S.A. ADMINISTRADORA GENERAL DE FONDOS,Vigente,,Fondo Inversión No Rescatable,2024050295587,https://www.cmfchile.cl/documentos/rfm/rfm_2024050295587.pdf,2024-05-29,2026-08-20
FM211859,2021-07-14,10103,DEUDA FONDO DE INVERSIÓN,MBI ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2021070284724,https://www.cmfchile.cl/documentos/rfm/rfm_2021070284724.pdf,2021-07-14,2026-08-20
FM211858,2021-07-14,10102,COMPASS PCRED II PRIVATE DEBT FONDO DE INVERSIÓN,VINCI COMPASS S.A. ADMINISTRADORA GENERAL DE FONDOS,No Vigente,,Fondo Inversión No Rescatable,2021070298401,https://www.cmfchile.cl/documentos/rfm/rfm_2021070298401.pdf,2021-07-23,2026-08-20
FM211857,2021-07-13,10101,FONDO DE INVERSIÓN FYNSA DEUDA INMOBILIARIA,FYNSA ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2022050207050,https://www.cmfchile.cl/documentos/rfm/rfm_2022050207050.pdf,2022-05-27,2026-08-20
FM211856,2021-06-25,10100,FONDO DE INVERSIÓN CREDICORP CAPITAL INMOBILIARIO DESARROLLO I,CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS,No Vigente,,Fondo Inversión No Rescatable,2021060255000,https://www.cmfchile.cl/documentos/rfm/rfm_2021060255000.pdf,2021-06-25,2026-08-20
FM211855,2021-06-23,10099,VOLCOMCAPITAL OPORTUNÍSTICO INMOBILIARIO FONDO DE INVERSIÓN,VOLCOMCAPITAL ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,,Fondo Inversión No Rescatable,2021060249714,https://www.cmfchile.cl/documentos/rfm/rfm_2021060249714.pdf,2021-06-23,2026-08-20
FM211854,2021-06-22,10098,MONEDA GSI RENTAS INMOBILIARIAS I FONDO DE INVERSIÓN,MONEDA S.A. ADMINISTRADORA GENERAL DE FONDOS,No Vigente,,Fondo Inversión No Rescatable,2021060246695,https://www.cmfchile.cl/documentos/rfm/rfm_2021060246695.pdf,2021-06-22,2026-08-20
FM211853,2021-06-18,10097,AMERIS VIVIENDA E INTEGRACIÓN SOCIAL FONDO DE INVERSIÓN,AMERIS CAPITAL ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2022060229208,https://www.cmfchile.cl/documentos/rfm/rfm_2022060229208.pdf,2022-06-13,2026-08-20
FM211852,2021-06-17,10096,FONDO DE INVERSIÓN LARRAÍN VIAL HARBOURVEST CO-INVESTMENT VI,LARRAIN VIAL ACTIVOS S.A. ADMINISTRADORA GENERAL DE FONDOS,Vigente,,Fondo Inversión No Rescatable,2026070433356,https://www.cmfchile.cl/documentos/rfm/rfm_2026070433356.pdf,2026-07-01,2026-08-20
FM211851,2021-06-16,10095,FONDO DE INVERSION AZIMUT FUTURE OPPORTUNITIES,AZIMUT INVESTMENTS S.A. ADMINISTRADORA GENERAL DE FONDOS,No Vigente,Liquidado,Fondo Inversión Rescatable,2021120512214,https://www.cmfchile.cl/documentos/rfm/rfm_2021120512214.pdf,2021-12-28,2026-08-20
FM211850,2021-06-16,10094,MONEDA CARLYLE PARTNERS VIII FONDO DE INVERSIÓN,MONEDA S.A. ADMINISTRADORA GENERAL DE FONDOS,Vigente,,Fondo Inversión No Rescatable,2023080346188,https://www.cmfchile.cl/documentos/rfm/rfm_2023080346188.pdf,2023-08-16,2026-08-20
FM211849,2021-06-11,10093,FONDO DE INVERSIÓN FYNSA UPPER RESIDENCIAL US I,FYNSA ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2024090485173,https://www.cmfchile.cl/documentos/rfm/rfm_2024090485173.pdf,2024-09-12,2026-08-20
FM211848,2021-06-10,10092,FRONTAL TRUST FUNDAMENTA DESARROLLO INMOBILIARIO XV FONDO DE INVERSIÓN,FRONTAL TRUST ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2024050281356,https://www.cmfchile.cl/documentos/rfm/rfm_2024050281356.pdf,2024-05-22,2026-08-20
FM211847,2021-06-09,10091,FONDO DE INVERSIÓN SAAS HR,VENTURANCE S.A. ADMINISTRADORA GENERAL DE FONDOS,Vigente,,Fondo Inversión No Rescatable,2023070287433,https://www.cmfchile.cl/documentos/rfm/rfm_2023070287433.pdf,2023-07-10,2026-08-20
FM211846,2021-06-09,10090,TOESCA PERMANENT CROPS I FONDO DE INVERSIÓN,TOESCA S.A.  ADMINISTRADORA GENERAL DE FONDOS,Vigente,,Fondo Inversión No Rescatable,2025090641868,https://www.cmfchile.cl/documentos/rfm/rfm_2025090641868.pdf,2025-09-22,2026-08-20
FM211845,2021-06-09,10089,VOLCOMCAPITAL INFRAESTRUCTURA III FONDO DE INVERSIÓN,VOLCOMCAPITAL ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2022070292660,https://www.cmfchile.cl/documentos/rfm/rfm_2022070292660.pdf,2022-07-27,2026-08-20
FM211844,2021-06-07,10088,BICE STEPSTONE V FONDO DE INVERSION,BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2023060260199,https://www.cmfchile.cl/documentos/rfm/rfm_2023060260199.pdf,2023-06-20,2026-08-20
FM211843,2021-06-02,10087,FONDO MUTUO CREDICORP CAPITAL SHORT DURATION LATAM,CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS,Vigente,,Fondo Mutuo,2025050367467,https://www.cmfchile.cl/documentos/rfm/rfm_2025050367467.pdf,2025-05-23,2026-08-20
FM211842,2021-05-31,10086,FONDO DE INVERSIÓN BANCHILE REAL ESTATE USA I,BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2024080449731,https://www.cmfchile.cl/documentos/rfm/rfm_2024080449731.pdf,2024-08-27,2026-08-20
FM211841,2021-05-26,10085,FONDO MUTUO BOOSTER INNOVATION,BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,Liquidado,Fondo Mutuo,2021050206014,https://www.cmfchile.cl/documentos/rfm/rfm_2021050206014.pdf,2021-05-26,2026-08-20
FM211840,2021-05-26,10084,BICE LOGÍSTICA FONDO DE INVERSIÓN,BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2021050205142,https://www.cmfchile.cl/documentos/rfm/rfm_2021050205142.pdf,2021-05-26,2026-08-20
FM211839,2021-05-26,10083,PICTON - EQT INFRASTRUCTURE V FONDO DE INVERSIÓN,PICTON ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2025060405208,https://www.cmfchile.cl/documentos/rfm/rfm_2025060405208.pdf,2025-06-10,2026-08-20
FM211838,2021-05-24,10082,TOESCA DEUDA PRIVADA CRECE FONDO DE INVERSIÓN,TOESCA S.A.  ADMINISTRADORA GENERAL DE FONDOS,No Vigente,,Fondo Inversión No Rescatable,2021050202475,https://www.cmfchile.cl/documentos/rfm/rfm_2021050202475.pdf,2021-05-24,2026-08-20
FM211836,2021-05-24,10080,MBI- TA REALTY CORE PROPERTY FONDO DE INVERSIÓN,MBI ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,Liquidado,Fondo Inversión No Rescatable,2024110658949,https://www.cmfchile.cl/documentos/rfm/rfm_2024110658949.pdf,2024-11-29,2026-08-20
FM211837,2021-05-20,10081,MBIQ GLOBAL VALUE FONDO DE INVERSION,QUEST ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión Rescatable,2026080518196,https://www.cmfchile.cl/documentos/rfm/rfm_2026080518196.pdf,2026-08-07,2026-08-20
FM211835,2021-05-19,10079,FONDO DE INVERSIÓN HMC US VENTURE OPPORTUNITIES,HMC S.A. ADMINISTRADORA GENERAL DE FONDOS,Vigente,,Fondo Inversión Rescatable,2024100547229,https://www.cmfchile.cl/documentos/rfm/rfm_2024100547229.pdf,2024-10-22,2026-08-20
FM211834,2021-05-18,10078,FONDO DE INVERSIÓN BCI HLC PERFECCIONAMIENTO,BCI ASSET MANAGEMENT ADMINISTRADORA  GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2021110468151,https://www.cmfchile.cl/documentos/rfm/rfm_2021110468151.pdf,2021-11-22,2026-08-20
FM211832,2021-05-12,10076,FONDO DE INVERSION CREDICORP CAPITAL ICG SE I,CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS,Vigente,,Fondo Inversión No Rescatable,2026060363248,https://www.cmfchile.cl/documentos/rfm/rfm_2026060363248.pdf,2026-06-01,2026-08-20
FM211833,2021-05-12,10077,FONDO DE INVERSION CREDICORP CAPITAL ICG SE I,CREDICORP CAPITAL ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS,No Vigente,,Fondo Inversión No Rescatable,2021050186894,https://www.cmfchile.cl/documentos/rfm/rfm_2021050186894.pdf,2021-05-12,2026-08-20
FM211831,2021-05-11,10075,NEORENTAS DIEZ FONDO DE INVERSIÓN,NEORENTAS S.A. ADMINISTRADORA GENERAL DE FONDOS,Vigente,,Fondo Inversión No Rescatable,2024060310952,https://www.cmfchile.cl/documentos/rfm/rfm_2024060310952.pdf,2024-06-07,2026-08-20
FM211830,2021-05-07,10074,COMPASS DVA CONSERVADOR FONDO DE INVERSIÓN,VINCI COMPASS S.A. ADMINISTRADORA GENERAL DE FONDOS,No Vigente,,Fondo Inversión Rescatable,2024020100773,https://www.cmfchile.cl/documentos/rfm/rfm_2024020100773.pdf,2024-02-12,2026-08-20
FM211829,2021-05-07,10073,FONDO DE INVERSION BANCHILE AG DL IV,BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2024090504909,https://www.cmfchile.cl/documentos/rfm/rfm_2024090504909.pdf,2024-09-30,2026-08-20
FM211828,2021-05-07,10072,FONDO MUTUO BCI CARTERA DÓLAR CONSERVADORA,BCI ASSET MANAGEMENT ADMINISTRADORA  GENERAL DE FONDOS S.A.,Vigente,,Fondo Mutuo,2022050202372,https://www.cmfchile.cl/documentos/rfm/rfm_2022050202372.pdf,2022-05-24,2026-08-20
FM211827,2021-05-07,10071,FONDO MUTUO BCI CARTERA DOLAR BALANCEADA,BCI ASSET MANAGEMENT ADMINISTRADORA  GENERAL DE FONDOS S.A.,Vigente,,Fondo Mutuo,2022050202276,https://www.cmfchile.cl/documentos/rfm/rfm_2022050202276.pdf,2022-05-24,2026-08-20
FM211826,2021-05-07,10070,MBI/CHL DEUDA ESTRUCTURADA FONDO DE INVERSIÓN,MBI ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2026060414638,https://www.cmfchile.cl/documentos/rfm/rfm_2026060414638.pdf,2026-06-22,2026-08-20
FM211825,2021-05-04,10069,BTG PACTUAL INVERSIONES FORESTALES FONDO DE INVERSIÓN,BTG PACTUAL CHILE S.A. ADMINISTRADORA GENERAL DE FONDOS,Vigente,,Fondo Inversión No Rescatable,2021050173321,https://www.cmfchile.cl/documentos/rfm/rfm_2021050173321.pdf,2021-05-04,2026-08-20
FM211824,2021-05-04,10068,FONDO MUTUO ETF IT NOW S&P IPSA ESG,ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,,Fondo Mutuo,2025060404553,https://www.cmfchile.cl/documentos/rfm/rfm_2025060404553.pdf,2025-06-10,2026-08-20
FM211822,2021-05-03,10066,FONDO MUTUO LARRAINVIAL DEUDA CHINA,LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,,Fondo Mutuo,2022090359058,https://www.cmfchile.cl/documentos/rfm/rfm_2022090359058.pdf,2022-09-14,2026-08-20
FM211823,2021-05-03,10067,FONDO MUTUO BCI ACCIONES SOSTENIBLES ESG,BCI ASSET MANAGEMENT ADMINISTRADORA  GENERAL DE FONDOS S.A.,Vigente,,Fondo Mutuo,2024080398579,https://www.cmfchile.cl/documentos/rfm/rfm_2024080398579.pdf,2024-08-01,2026-08-20
FM211821,2021-04-28,10065,FONDO DE INVERSION BCI ALTERNATIVOS EVERGREEN,BCI ASSET MANAGEMENT ADMINISTRADORA  GENERAL DE FONDOS S.A.,No Vigente,,Fondo Inversión No Rescatable,2022120469794,https://www.cmfchile.cl/documentos/rfm/rfm_2022120469794.pdf,2022-12-12,2026-08-20
FM211820,2021-04-27,10064,FONDO MUTUO ITAU CARTERA CRECIMIENTO AGRESIVO,ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Mutuo,2025080596325,https://www.cmfchile.cl/documentos/rfm/rfm_2025080596325.pdf,2025-08-29,2026-08-20
FM211819,2021-04-27,10063,FONDO MUTUO ITAU CARTERA CRECIMIENTO BALANCEADO,ITAU ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Mutuo,2025090643438,https://www.cmfchile.cl/documentos/rfm/rfm_2025090643438.pdf,2025-08-29,2026-08-20
FM211818,2021-04-27,10062,FRONTAL TRUST XEPELIN DEUDA FONDO DE INVERSIÓN,FRONTAL TRUST ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2025050343758,https://www.cmfchile.cl/documentos/rfm/rfm_2025050343758.pdf,2025-05-12,2026-08-20
FM211817,2021-04-23,10061,FONDO MUTUO BANCHILE RENTA LARGO PLAZO,BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.,No Vigente,,Fondo Mutuo,2022110418826,https://www.cmfchile.cl/documentos/rfm/rfm_2022110418826.pdf,2022-11-02,2026-08-20
FM211816,2021-04-23,10060,FONDO MUTUO BANCHILE MODERADO,BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Mutuo,2024100541807,https://www.cmfchile.cl/documentos/rfm/rfm_2024100541807.pdf,2024-10-18,2026-08-20
FM211815,2021-04-23,10059,FONDO MUTUO BANCHILE CONSERVADOR,BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Mutuo,2024100523144,https://www.cmfchile.cl/documentos/rfm/rfm_2024100523144.pdf,2024-10-09,2026-08-20
FM211814,2021-04-23,10058,FONDO MUTUO BANCHILE AGRESIVO,BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Mutuo,2024110566613,https://www.cmfchile.cl/documentos/rfm/rfm_2024110566613.pdf,2024-11-04,2026-08-20
FM211813,2021-04-23,10057,FONDO MUTUO SANTANDER FUTURE WEALTH,SANTANDER ASSET MANAGEMENT S.A. ADMINISTRADORA GENERAL DE FONDOS,No Vigente,,Fondo Mutuo,2024110590861,https://www.cmfchile.cl/documentos/rfm/rfm_2024110590861.pdf,2024-11-14,2026-08-20
FM211811,2021-04-21,10055,VOLCOMCAPITAL MID MARKET II FONDO DE INVERSIÓN,VOLCOMCAPITAL ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2021090394213,https://www.cmfchile.cl/documentos/rfm/rfm_2021090394213.pdf,2021-09-27,2026-08-20
FM211812,2021-04-21,10056,PICTON - KKR NA XIII FONDO DE INVERSIÓN,PICTON ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2025060405218,https://www.cmfchile.cl/documentos/rfm/rfm_2025060405218.pdf,2025-06-10,2026-08-20
FM211807,2021-04-20,10052,MONEDA CARLYLE REALTY PARTNERS IX FONDO DE INVERSIÓN,MONEDA S.A. ADMINISTRADORA GENERAL DE FONDOS,Vigente,,Fondo Inversión No Rescatable,2023070302606,https://www.cmfchile.cl/documentos/rfm/rfm_2023070302606.pdf,2023-07-20,2026-08-20
FM211810,2021-04-19,10054,FONDO DE INVERSION SINGULAR LEASEBACK I,SINGULAR ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2022060244031,https://www.cmfchile.cl/documentos/rfm/rfm_2022060244031.pdf,2022-06-23,2026-08-20
FM211806,2021-04-19,10051,FONDO DE INVERSIÓN LARRAINVIAL PRIVATE DEBT,LARRAINVIAL ASSET MANAGEMENT ADMINISTRADORA GENERAL DE FONDOS S.A.,Vigente,,Fondo Inversión No Rescatable,2026070481934,https://www.cmfchile.cl/documentos/rfm/rfm_2026070481934.pdf,2026-07-23,2026-08-20
